,Adverbs,Articles,Conjunctions,First-person plural,Indefinite pronouns,Negations,Numbers,Prepositions,Quantifiers,Second person,Third-person plural,Third-person singular,Total pronouns,Words >6 letters,adj_arg_ovl,adj_cw_ovl,adj_stem_ovl,adjectives,arg_ovl,cm.DESPL,cm.DESSC,cm.DESSL,cm.DESWC,cm.DESWLsyd,cm.LDTTRa,cm.LDTTRc,cm.LDVOCD,cm.LSAGN,cm.RDFKGL,cm.SMCAUSwn,conn_incidence,hypernyms_verbs,liwc.i,liwc.money,lsa.similarity,message.depth,message.reply.cnt,message.sim.next,message.sim.prev,mod_per_np,negation_incidence,ner.entity.cnt,nouns,np_incidence,paragraphs,personal_pronouns,pronouns,stem_ovl,syllables_per_content_word,verbs,words_before_main_verb,classe
211,2.2,1319,549,0.0,2.2,1.1,0.0,1758,2.2,0.0,0.0,0.0,3.3,2308,0.5,12,0.5,3.3,3.33E+16,3,3,30.0,90,988,703,84,0.0,132,1.5379E+16,4.38E+16,4.4444E+16,2.018E+16,1.1,0.0,333233262,4,0,0.0,3.78E+16,1.0,1.1111E+16,31,344444,388889,1,1.1,2.2222E+16,3.33E+16,1633,100.0,2.0,2
212,0.0,299,597,0.0,149,0.0,1493,522,0.0,75,0.0,0.0,373,2761,0.0,0.0,0.0,75,3.6E+16,11,11,10273,113,1.863E+16,752,826,165257,1.67E+16,1.0766E+16,3.43E+16,8.8496E+15,1538,149,0.0,538485957,0,2,304,0.0,1371,0.0,36,442477,4.15929E+16,1,224,26549,3.6E+16,1.894E+16,97345,727,1
213,98,392,98,0.0,0.0,0.0,1471,588,0.0,0.0,0.0,0.0,294,2353,0.5,11,25,98,0.2,5,5,15.6,78,1672,782,0.9,138488,138,1.5309E+16,267,3.8462E+16,1225,294,0.0,762984508,0,1,2.77E+16,0.0,1071,0.0,35,448719,525641,1,294,3.8462E+16,0.1,2103,1.15386E+16,1.8,1
214,588,504,588,0.0,756,0.0,0.0,1429,252,756,0.0,0.0,1933,1933,75,166,0.5,8.4,0.6,5,5,23.8,119,8.22E+15,639,873,76264,131,1.1734E+16,4.11E+16,9.2437E+15,1.457E+16,4.2,84,526054102,1,2,757,0.0,552,0.0,28,226891,344538,1,1176,159664,0.3,1.529E+16,117646,9.0,1
215,0.0,4.6,345,0.0,0.0,0.0,1264,4.6,0.0,115,0.0,0.0,115,3448,1.67E+16,3,1.67E+16,0.0,1.43E+16,7,7,8714,61,287,733,86,0.0,151,1876,133,4918,1474,0.0,0.0,49530465,0,1,2.16E+16,0.0,1.4,0.0,23,5.08196E+16,4.59016E+16,1,115,16393,1.43E+16,2623,6.5573E+15,1571,1
216,9.8,9.8,588,0.0,196,0.0,392,1176,392,0.0,0.0,0.0,392,1961,0.0,0.0,0.0,0.0,0.0,3,3,14667,44,1.737E+16,86,1.0,0.0,53,11052,2.86E+16,1.13636E+16,1186,196,0.0,0.0,1,2,207,0.0,769,0.0,9,2.49999E+16,409091,1,196,2.2727E+16,0.0,1.773E+16,159091,3667,1
217,599,728,563,0.0,845,246,117,1455,246,188,94,0.0,1655,1819,596,1.17E+16,2.77E+16,423,546,48,48,18271,877,79,384,6.61E+15,103945,308,8.197E+15,455,80958,1443,528,12,681947161,1,1,9.44E+15,0.0,653,22805,154,188142,340935,1,8.1,107184,16,1412,117447,275,3
218,2.4,8.8,1.6,0.0,2.4,0.8,13.6,9.6,0.8,0.8,0.0,0.0,4.8,22.4,0.5,91,0.5,3.2,278,9,9,1.1889E+16,107,2055,0.6,725,6.9728E+15,292,10877,242,28037,1089,1.6,0.0,4.04422E+16,0,1,26,0.0,1028,9346,39,392524,495327,1,2.4,56075,3.33E+16,185,102805,778,1
219,719,898,838,2.4,419,0.0,0.6,1078,0.6,0.6,0.0,0.0,778,3892,3.33E+16,6,3.33E+16,1.8,267,10,10,16.4,164,1182,6.71E+15,85,106008,2.27E+16,13828,684,85366,1795,0.6,1.8,684728151,1,3,2.86E+16,0.0,114,0.0,43,3.71951E+16,439024,1,359,4878,244,1.951E+16,7.9269E+15,1.5,3
220,319,876,478,0.0,757,239,199,1355,359,518,0.4,0.0,1833,2191,0.7,78,0.0,279,618,11,11,2.3273E+16,256,799,556,818,9.1018E+15,196,10408,4.72E+16,70313,1525,518,0.4,567067536,1,2,763,0.0,75,2.3438E+16,37,2.18751E+16,328125,1,1076,1.17188E+16,182,1.434E+16,160156,1545,1
221,7.1,769,533,59,7.1,59,0.0,1302,414,118,0.0,0.0,1243,2722,0.2,5.9E+16,0.3,414,0.2,11,11,15545,171,946,7.19E+15,882,152029,205,9589,4.87E+16,64327,1675,355,0.0,4.7792E+16,1,2,589,0.0,7.39E+15,5848,35,22807,339181,1,533,64327,127,162,128656,2273,1
222,7.5,5.0,10.0,0.0,5.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,7.5,25.0,0.0,0.0,0.0,10.0,0.0,2,2,17.5,35,1915,951,955,0.0,35,1382,1.67E+16,114286,1.563E+16,2.5,0.0,0.0,2,1,128,207,0.9,0.0,9,285715,4.28571E+16,1,2.5,57143,0.0,1.914E+16,85713,0.5,0
223,143,571,429,0.0,429,0.0,429,1286,286,143,0.0,0.0,1286,1857,0.5,77,0.5,286,3.33E+16,3,3,2.1333E+16,64,159,841,938,0.0,125,11716,467,78125,1423,714,0.0,1.0,0,1,0.0,0.0,833,0.0,14,234375,328125,1,857,9375,3.33E+16,1609,15625,667,1
224,224,522,448,0.0,75,0.0,224,1791,224,75,149,0.0,299,3582,444,1.64E+16,444,0.0,3.33E+16,10,10,13.4,134,1013,59,753,5.9666E+16,2.41E+16,1.1301E+16,4.76E+16,67164,1757,0.0,299,40401428,2,2,3.78E+16,2.86E+16,1135,0.0,47,4.25373E+16,373134,1,224,22388,3.56E+16,1.836E+16,149254,2.4,2
225,316,949,462,0.0,633,195,195,12.9,292,243,0.0,0.0,1192,2628,32,6,28,268,3.46E+16,26,26,16115,419,9.33E+15,495,74,88631,243,9362,544,64439,1626,316,49,615239138,2,1,3.47E+16,763,838,19093,81,257757,3.55609E+16,1,5.6,7.1599E+15,2.24E+16,1.582E+16,152744,2.731E+16,2
226,5.5,1165,744,32,291,32,32,1392,227,259,32,0.0,971,2265,556,75,556,518,511,10,10,31.5,315,8.54E+15,54,823,70528,2.36E+16,14419,503,85714,1.437E+16,356,0.0,578703604,1,1,9.44E+15,0.0,8.64E+15,3175,63,24127,377778,1,6.8,8254,467,1.502E+16,139683,6.5,2
227,4.0,2.0,4.0,2.0,6.0,2.0,0.0,16.0,0.0,6.0,0.0,0.0,28.0,28.0,3.33E+16,5.9E+16,0.0,2.0,3.33E+16,4,4,1275,51,961,804,909,0.0,124,8.357E+15,423,78431,1817,14.0,0.0,401414056,3,0,0.0,3.47E+16,429,19608,7,196078,333333,1,22.0,2.15686E+16,0.0,1608,137255,75,0
228,4.0,743,6.0,0.0,629,86,0.0,1343,314,343,0.0,0.0,1314,2457,611,142,389,771,3.78E+16,19,19,18526,352,885,501,7.19E+15,95193,294,9.972E+15,405,9.0909E+15,1419,343,171,525062331,2,1,447,757,8.69E+15,5682,83,28125,309659,1,686,85227,215,1554,1.22159E+16,5316,3
229,574,1148,697,0.0,369,0.0,164,1107,246,369,0.0,0.0,8.2,2418,231,5.8E+16,308,656,294,14,14,17357,243,8.29E+15,617,8.42E+15,70726,2.34E+16,9292,6.56E+15,74074,1.627E+16,82,0.0,611216589,1,1,51,0.0,1.184E+16,0.0,48,20576,2.83951E+16,1,451,65844,294,1535,1.72839E+16,3714,2
230,4.5,946,544,5,748,152,1.2,1438,261,1.2,63,0.0,1359,2154,0.6,122,409,3.4,3.98E+16,111,111,17423,1934,865,312,5.71E+15,102199,315,8669,452,78077,1436,423,16,7.16839E+15,2,0,0.0,9.44E+15,78,1.3961E+16,0,236298,341779,1,612,76525,22,148,1.30818E+16,2559,4
231,535,1141,6.6,18,499,71,36,1444,2.5,214,53,0.0,1248,2228,615,99,423,481,4.37E+16,27,27,21037,568,922,455,726,74903,2.83E+16,10444,597,84507,1585,463,0.0,582890915,2,0,0.0,9.44E+15,878,3.521E+16,113,234155,357394,1,749,80986,237,1511,140845,3889,2
232,319,1702,426,0.0,213,0.0,319,1064,319,213,0.0,0.0,745,2128,667,95,0.5,638,19,7,7,13429,94,769,695,904,0.0,1.97E+16,6474,583,6383,139,319,426,548121584,2,1,501,5.87E+15,1069,0.0,26,297872,404255,1,532,6383,1.43E+16,1426,95745,2.429E+16,1
233,721,721,433,48,673,0.0,144,1058,192,337,0.0,0.0,1635,2115,467,1.12E+16,267,529,429,16,16,13.0,208,895,5.72E+15,782,73242,28,7345,588,57692,1492,577,0.0,534030794,1,1,4.12E+16,0.0,607,0.0,46,2.11538E+16,350962,1,962,100962,1.81E+16,1514,149039,1.5,2
234,0.0,349,349,0.0,0.0,0.0,1395,233,116,116,0.0,0.0,233,2907,0.0,45,91,349,62,12,12,5.5,66,1973,847,938,0.0,1.04E+16,12657,111,60606,1069,116,0.0,1.42857E+16,0,1,142,0.0,1824,0.0,29,500001,30303,1,233,30303,77,2.212E+16,121213,4.17E+16,1
235,984,656,656,0.0,328,164,0.0,1475,0.0,492,164,0.0,1639,2295,0.5,68,0.5,328,3.33E+16,3,3,21.0,63,981,823,935,0.0,5.2E+16,1.2459E+16,0.5,111111,1.481E+16,656,0.0,0.0,3,0,0.0,447,9.47E+15,0.0,15,301587,396825,1,1311,126984,3.33E+16,1683,79365,667,0
236,128,0.0,385,0.0,128,0.0,1795,385,0.0,128,0.0,0.0,513,2564,0.0,0.0,0.0,385,1.8E+16,11,11,5636,62,2239,818,927,0.0,68,983,0.5,64516,1704,256,0.0,35661561,0,2,158,0.0,1.316E+16,0.0,31,516129,4.51613E+16,1,385,48387,1.8E+16,1.968E+16,48387,818,1
237,357,913,675,79,437,317,0.4,1151,278,198,238,0.4,12.3,25.0,0.0,0.0,0.0,278,0.0,2,2,18.0,36,91,972,1.0,0.0,15,8.8,361,83333,1345,238,119,52285624,2,1,341,589,667,2.7778E+16,51,333333,388889,1,794,5.5556E+16,0.0,1472,13889,2.0,2
238,685,548,685,0.0,548,274,342,1233,479,68,68,0.0,1164,1781,5.71E+15,86,429,753,321,8,8,18.5,148,6.89E+15,0.7,8.69E+15,125416,157,8287,4.64E+16,114865,1749,479,0.0,416730337,2,0,0.0,51,657,2027,31,195946,3.04054E+16,1,616,87838,1.43E+16,1412,141893,3375,2
239,407,1138,528,0.0,325,81,366,1301,203,122,163,0.0,691,2602,0.3,33,0.3,366,109,11,11,22182,244,9.52E+15,624,8.37E+15,1.03754E+16,17,12401,3.94E+16,8.1967E+15,1492,81,244,740348867,3,0,0.0,501,955,8.197E+15,57,278689,368852,1,366,45082,91,1639,159836,1364,4
240,5.3,758,379,0.0,455,152,76,1439,227,379,0.0,0.0,1061,19.7,0.6,114,0.4,303,467,6,6,22.0,132,785,652,8.24E+15,82359,182,11138,5.33E+15,83333,1.336E+16,227,0.0,5.02695E+15,2,0,0.0,4.12E+16,639,1.5152E+16,27,2.34849E+16,340909,1,606,83333,267,1538,166667,1.0,2
241,748,654,748,187,561,0.0,93,1215,187,374,93,0.0,1495,2897,0.4,57,0.4,467,0.4,6,6,17833,107,8.86E+15,7.76E+15,914,1.56367E+16,1.76E+16,10445,5.76E+15,93458,1.533E+16,2.8,0.0,470487741,1,3,3.88E+16,0.0,1037,0.0,23,2.52336E+16,299065,1,935,93458,0.2,1617,121495,2.5,2
242,267,867,533,67,733,133,67,18.0,333,2.0,0.0,0.0,12.0,26.0,0.4,5.9E+16,0.4,6.0,5.33E+15,6,6,25.0,150,8.59E+15,66,872,91071,1.97E+16,1304,5.66E+15,73333,1.552E+16,2.0,2.0,1.0,1,1,654,0.0,775,13333,36,2.66667E+16,366667,1,467,66667,3.33E+16,1.6,100.0,9833,2
243,609,812,558,102,914,102,457,1168,102,152,355,0.0,1624,20.3,25,5.8E+16,25,355,1.94E+16,9,9,22.0,198,804,633,821,1.12517E+16,204,10454,565,70707,1416,102,0.0,522098239,2,2,435,3.88E+16,82,10101,36,202021,333333,1,711,80808,139,148,126264,2667,2
244,323,887,403,0.0,403,81,161,1452,403,403,0.0,0.0,968,2823,0.6,91,0.6,403,267,6,6,2.0833E+16,125,1117,68,871,88066,218,1.3303E+16,5.54E+15,48.0,2219,161,0.0,0.3,1,1,65,0.0,971,8.0,37,296.0,392.0,1,565,64.0,3.33E+16,176,152.0,4167,2
245,0.0,1127,282,0.0,986,0.0,0.0,1127,141,423,141,0.0,1831,2958,1.0,2.9E+16,1.0,563,1.0,3,3,2.3333E+16,70,9.52E+15,7.61E+15,971,0.0,152,12555,4.53E+16,42857,2.172E+16,282,0.0,9.85843E+15,1,1,746,0.0,0.6,0.0,6,228571,3.57143E+16,1,845,100.0,1.0,1614,1.85714E+16,3.33E+16,2
246,307,1166,368,0.0,429,0.0,123,1534,307,123,0.0,0.0,1288,2147,1.0,261,1.0,491,1.0,3,3,54667,164,8.96E+15,601,8.29E+15,6.3541E+16,2.41E+16,2343,524,6.7073E+15,1.592E+16,736,0.0,927301211,2,1,4.63E+16,4.22E+16,614,0.0,36,243903,408537,1,859,91463,1.0,1.5,109757,33.0,4
247,318,10.4,491,0.0,405,116,145,1445,2.6,116,29,29,751,2457,579,1.01E+16,474,607,3.72E+16,20,20,17.3,346,1073,4.81E+16,6.63E+15,8.2011E+15,305,10804,569,86705,1845,173,0.0,8.66667E+15,2,0,0.0,65,81,11561,85,2.77456E+16,3.58382E+16,1,347,4.0462E+16,366,1665,1.27168E+16,2.5,3
248,299,812,513,43,726,171,0.0,1368,128,214,128,0.0,1667,1667,353,91,1.76E+16,598,28,18,18,1.3111E+16,236,773,5.76E+15,8.39E+15,80791,233,5972,584,7.2034E+15,1.461E+16,556,0.0,603777086,3,2,4.58E+16,231,606,21186,37,1.99152E+16,338983,1,9.4,1.14407E+16,8.8E+15,1.394E+16,1.39831E+16,1.667E+16,2
249,238,794,714,0.0,714,0.0,0.0,12.7,317,79,0.0,0.0,1508,2302,429,127,1.43E+16,714,2.86E+16,8,8,1575,126,1045,619,7.81E+15,74571,2.27E+16,9279,5.82E+15,87302,1301,714,0.0,7.77778E+15,1,1,898,0.0,9.39E+15,0.0,26,2.30159E+16,365079,1,794,79365,25,1587,142857,1625,1
250,424,1186,508,85,678,254,0.0,932,0.0,339,0.0,0.0,16.1,2034,364,8.2E+15,273,339,185,12,12,9917,119,7.98E+15,6.61E+15,8.59E+15,70633,2.16E+16,514,64,33613,1474,508,85,503949944,1,3,841,0.0,879,2521,27,235294,319328,1,932,10084,92,1429,1.26049E+16,1.917E+16,1
251,127,1013,506,0.0,886,127,0.0,1013,127,3.8,0.0,0.0,1519,2785,75,154,0.5,506,0.6,5,5,15.8,79,9.28E+15,62,867,0.0,166,924,419,50633,1966,253,0.0,5.94063E+15,1,3,531,0.0,87,12658,12,278481,392405,1,633,6.3291E+16,0.3,1.582E+16,1.13923E+16,2.0,1
252,351,702,395,0.0,175,44,439,13.6,307,88,0.0,0.0,702,2105,667,1.01E+16,3.33E+16,526,36,13,13,16615,216,1.408E+16,716,902,13643,207,10832,595,74074,1515,439,44,450753759,0,1,377,0.0,9.18E+15,0.0,54,319444,37963,1,526,64815,9.3E+15,169,125001,3.308E+16,1
253,541,1254,5.7,28,456,114,28,1453,114,199,228,0.0,1225,2621,4.12E+16,7.4E+15,235,399,2.16E+16,18,18,19.5,351,992,517,799,82381,26,1.0836E+16,5.48E+15,76923,1704,313,114,5.22756E+15,2,2,684,841,1.0,1.1396E+16,75,233618,3.30484E+16,1,769,7.9772E+15,128,1595,128205,1.0,2
254,3.5,1049,4.9,0.0,559,0.7,0.7,1189,2.1,629,0.0,0.0,1399,2727,625,105,0.5,3.5,4.72E+16,9,9,16.0,144,894,625,813,67805,2.74E+16,966,624,62.5,2002,2.1,0.0,605418613,3,1,883,684,8.64E+15,6944,35,305556,395833,1,839,76389,361,1611,159721,2444,1
255,439,965,439,0.0,351,0.0,0.0,1228,88,175,0.0,0.0,877,30.7,0.4,84,0.4,526,467,6,6,19.0,114,879,667,838,74395,261,11491,489,4386,1431,351,0.0,556451561,3,1,413,435,8.24E+15,0.0,38,324561,3.77193E+16,1,526,6.1404E+16,467,1.667E+16,1.57896E+16,4167,1
256,339,932,254,0.0,508,85,847,1271,169,85,0.0,0.0,763,1949,25,65,25,508,0.3,5,5,22.4,112,1287,708,862,105905,151,12533,515,44643,1392,169,0.0,639249731,1,2,366,0.0,1.1,8929,32,348214,4.28571E+16,1,254,44643,0.2,1643,1.07143E+16,4.0,0
257,116,814,0.0,0.0,9.3,116,0.0,1047,116,465,0.0,0.0,1628,3488,1.43E+16,79,1.43E+16,233,179,8,8,10875,87,97,7.24E+15,8.27E+15,0.0,1.89E+16,8452,529,1.1494E+16,1679,233,0.0,496279963,3,1,762,3.78E+16,1077,1.1494E+16,28,367816,37931,1,698,8046,71,1.678E+16,137931,1875,1
258,348,696,522,0.0,522,0.0,0.0,783,174,435,0.0,0.0,11.3,3913,667,1.01E+16,667,87,4.76E+16,7,7,1.6429E+16,115,1.108E+16,6.78E+15,0.8,8.2907E+15,247,13285,562,69565,1992,174,0.0,526322475,4,1,623,418,1.152E+16,0.0,34,365218,400.0,1,609,95652,429,1.904E+16,147827,3286,1
259,0.0,795,455,0.0,341,0.0,114,12.5,227,568,0.0,0.0,1023,2841,0.5,115,0.5,568,0.4,5,5,17.6,88,94,682,83,0.0,207,10319,5.58E+15,45455,1995,114,114,311422978,4,1,207,4.58E+16,885,0.0,29,352273,4.31818E+16,1,682,79545,0.4,1614,159091,3.4,2
260,4.0,14.0,2.0,1.0,4.0,1.0,1.0,9.0,1.0,4.0,0.0,0.0,10.0,39.0,75,121,75,3.0,0.5,5,5,20.2,101,1.184E+16,723,857,73153,0.2,14838,456,2.9703E+16,2155,1.0,0.0,0.5,2,1,88,33,1031,0.0,30,39604,386139,1,6.0,69307,0.4,1911,1.18812E+16,10.6,2
261,833,833,476,0.0,238,0.0,0.0,595,0.0,238,0.0,0.0,833,3571,75,139,75,357,0.4,5,5,16.8,84,1.019E+16,7.02E+15,836,0.0,2.36E+16,12037,4.53E+16,35714,1.404E+16,357,0.0,666666667,2,1,401,4.68E+16,8.64E+15,0.0,16,3.45238E+16,333333,1,595,5.9524E+16,0.4,1786,2.02381E+16,4.8,1
262,204,612,5.1,102,408,0.0,0.0,1224,0.0,612,0.0,0.0,1429,2653,0.5,79,0.5,204,3.33E+16,3,3,32333,97,1148,745,945,0.0,83,1.8071E+16,505,8.2474E+15,1.822E+16,306,102,3.31064E+16,2,1,461,366,69,0.0,23,360825,412371,1,10.2,113402,3.33E+16,1784,1.34021E+16,10333,1
263,132,921,439,0.0,395,88,175,1316,132,44,44,0.0,482,3421,727,132,727,395,415,12,12,18833,226,1157,583,711,89228,289,13998,47,6.1947E+16,1645,0.0,44,606142481,2,2,226,531,1204,885,45,336283,323009,1,88,1.3274E+16,508,1885,146018,3917,2
264,129,968,387,0.0,774,65,0.0,1226,194,194,129,0.0,1226,2903,444,7.4E+15,444,387,3.56E+16,10,10,15.3,153,9.64E+15,594,848,7204,248,9741,419,58824,1.523E+16,129,129,475671791,2,0,0.0,746,9.33E+15,6.536E+16,30,267974,379085,1,452,5.2288E+16,311,1641,117648,1.4,2
265,488,732,569,0.0,407,81,0.0,12.2,244,81,81,0.0,569,3496,444,107,444,163,289,10,10,12.5,125,978,667,743,8.8207E+15,2.24E+16,10431,365,96.0,1535,0.0,244,4.95587E+16,5,0,0.0,623,857,8.0,33,352.0,352.0,1,163,40.0,3.33E+16,1.792E+16,112.0,2.2,2
266,188,1127,94,0.0,376,47,141,1221,94,188,0.0,0.0,657,3474,0.6,222,0.6,329,371,16,16,13375,214,1112,53,669,5.9774E+16,318,11126,624,23364,1784,94,47,695322563,4,0,0.0,762,1148,4673,59,392523,369159,1,282,3271,371,1.822E+16,135514,2313,2
267,554,8.3,657,0.0,657,35,35,1142,138,415,35,0.0,1696,2284,0.5,68,15,4.5,381,21,21,1381,290,857,5.66E+15,8.01E+15,88935,2.86E+16,7579,618,82759,1.783E+16,588,0.0,619326155,4,0,0.0,883,7.93E+15,3448,66,265517,368966,1,1038,106897,213,1507,141379,2.619E+16,0
268,476,952,286,0.0,667,0.0,95,1143,286,381,95,0.0,1524,2476,1.0,111,0.0,286,1.0,2,2,52.5,105,1.039E+16,743,93,105523,5.6E+16,24886,4.63E+16,47619,1625,381,0.0,983734413,1,1,275,0.0,75,0.0,21,2.66667E+16,409524,1,857,95238,0.0,1695,123809,2.5,1
269,323,903,258,0.0,258,0.0,7.1,1161,65,65,0.0,0.0,516,2581,0.2,35,0.2,452,73,11,11,12818,141,1857,7.29E+15,0.9,132614,1.73E+16,11168,31,56738,1239,194,0.0,459486102,0,1,451,0.0,1111,0.0,54,35461,361702,1,258,28369,91,1844,113475,1182,1
270,341,909,568,0.0,682,0.0,0.0,1705,227,341,0.0,0.0,12.5,2727,3.33E+16,43,3.33E+16,909,1.67E+16,4,4,2225,89,1012,659,8.08E+15,0.0,124,12581,735,67416,1.708E+16,227,0.0,2.2776E+16,2,1,395,4.38E+16,833,0.0,21,269663,337079,1,568,5618,1.67E+16,1652,157304,275,1
271,227,1477,398,0.0,227,57,227,1307,284,57,227,0.0,511,2273,0.8,8.8E+15,0.8,114,345,11,11,16.0,176,753,58,737,67566,255,7.618E+15,365,79545,1072,0.0,0.0,4.87515E+16,4,0,0.0,413,1.0,5682,34,335228,4.26136E+16,1,284,34091,364,1.438E+16,136364,2727,2
272,5.8,435,942,145,1087,72,145,1159,145,507,145,0.0,2029,2246,0.5,63,125,72,444,9,9,1.5778E+16,142,84,6.41E+15,871,8.9393E+15,139,7933,489,9.8592E+15,1143,145,0.0,306702502,1,2,377,0.0,425,7.042E+15,16,1.76057E+16,338028,1,942,1.26761E+16,83,1472,112676,1.333E+16,1
273,546,956,519,109,383,191,82,1421,273,355,82,0.0,1148,1831,529,86,353,683,376,18,18,20.5,369,828,568,8.11E+15,116485,26,9963,507,7.8591E+15,1712,219,137,629280345,3,0,0.0,461,861,1626,76,241192,336043,1,765,81301,168,1.488E+16,1.30081E+16,4556,3
274,494,617,864,0.0,741,247,247,741,3.7,123,0.0,0.0,1358,2222,1.67E+16,57,3.33E+16,494,19,7,7,11571,81,909,762,848,0.0,2.11E+16,6.257E+15,66,98765,1218,494,3.7,0.4,1,1,486,0.0,955,24691,17,2.46913E+16,3.45679E+16,1,617,8642,2.38E+16,1469,160495,1429,1
275,546,1038,437,164,7.1,55,0.0,1202,273,55,55,0.0,1093,3115,5.71E+15,14,429,383,3.93E+16,8,8,23.0,184,975,5.43E+15,696,77148,237,12815,3.93E+16,92391,1419,109,0.0,55092629,3,0,0.0,395,941,5435,58,2.77174E+16,3.91304E+16,1,383,4.8913E+16,3.57E+16,1.647E+16,11413,475,3
276,495,792,396,0.0,594,99,99,1287,99,99,0.0,0.0,1089,1782,0.6,55,0.4,99,0.2,6,6,16833,101,855,755,895,113626,95,9088,494,5.9406E+16,1.603E+16,396,0.0,180753941,3,1,754,512,8.08E+15,9901,27,287129,405941,1,495,5.9406E+16,133,1535,148515,2167,2
277,556,278,417,139,694,0.0,139,12.5,417,139,139,0.0,1528,2778,0.4,16,0.4,0.0,133,6,6,12167,73,998,863,895,0.0,166,7905,5.33E+15,4.1096E+16,1656,417,0.0,0.4,1,1,218,0.0,526,0.0,19,260274,39726,1,833,8.2192E+15,133,1589,1.64384E+16,1.5,2
278,533,7.4,621,59,592,89,148,1391,237,178,0.3,0.0,1361,2101,0.5,7.4E+15,214,533,4.32E+16,15,15,22533,338,851,5.87E+15,8.37E+15,115524,245,11216,53,73965,1758,503,0.0,448483203,4,0,0.0,754,914,5.917E+15,70,233727,343195,1,769,8.5799E+15,1.37E+16,1527,142011,4.733E+16,3
279,273,8.2,656,0.0,492,55,55,1257,328,109,0.0,0.0,1202,2514,0.7,168,0.5,656,436,11,11,1.6818E+16,185,1037,5.87E+15,745,93.6,28,9979,5.87E+15,9.1892E+15,1.352E+16,601,55,818181818,2,0,0.0,898,1082,5405,41,264865,3.45946E+16,1,7.1,75676,345,1611,118919,2545,2
280,417,1071,357,0.6,476,0.6,179,952,179,417,0.6,0.0,11.9,3393,1.0,1.69E+16,0.9,417,5.82E+15,11,11,15455,170,1172,639,755,9.5982E+15,299,1202,52,52941,2.014E+16,179,0.0,654545455,3,0,0.0,88,909,0.0,46,347059,400.0,1,714,88235,509,1829,105882,2273,2
281,548,1096,685,0.0,411,137,0.0,1233,137,0.0,274,0.0,822,27.4,0.0,0.0,0.0,137,95,7,7,10714,75,1143,836,9.57E+15,0.0,163,9038,457,106667,2.143E+16,137,0.0,4.7619E+16,2,0,0.0,218,7.83E+15,13333,17,373333,333333,1,411,53333,19,1733,133333,1857,2
282,812,812,5.0,0.0,562,62,375,938,125,188,62,0.0,12.5,2562,1.67E+16,2.7E+16,1.67E+16,438,213,13,13,12308,160,9.52E+15,667,809,116524,242,8161,341,5625,1538,438,188,692607931,1,3,84,0.0,907,0.0,37,23125,31875,1,688,6875,147,1.606E+16,11875,2.0,1
283,0.0,0.0,0.0,0.0,625,0.0,625,0.0,0.0,0.0,0.0,0.0,625,25.0,0.0,0.0,0.0,0.0,0.0,2,2,4.0,8,3.854E+16,1.0,1.0,0.0,17,2137,0.0,0.0,1.667E+16,0.0,0.0,0.0,1,0,0.0,0.0,0.5,0.0,4,375.0,625.0,1,0.0,125.0,0.0,3.0,125.0,0.5,0
284,575,6.9,345,0.0,6.9,115,2.3,977,172,287,0.0,0.0,1667,2241,0.5,75,0.1,632,636,11,11,16.0,176,9.28E+15,682,885,112523,2.29E+16,9424,4.64E+16,5.6818E+16,1364,6.9,2.3,546586476,1,1,445,0.0,8.27E+15,5682,41,278409,3.80682E+16,1,977,9.6591E+15,255,1591,107955,2636,1
285,687,763,611,0.0,153,229,458,1145,382,458,76,0.0,992,2595,2.86E+16,63,429,611,25,8,8,16875,135,8.44E+15,71,845,120723,177,9175,415,74074,1.728E+16,305,153,509090909,1,1,359,0.0,634,2.2222E+16,25,22963,392593,1,8.4,88889,214,1541,111111,3.5,1
286,481,192,673,0.0,288,0.0,96,1442,769,0.0,0.0,0.0,288,37.5,667,3.6E+16,667,962,3.33E+16,4,4,2575,103,1058,769,8.03E+15,169856,134,17026,486,8.7379E+15,1911,0.0,96,858135269,5,0,0.0,207,1077,0.0,33,31068,330097,1,0.0,0.0,3.33E+16,1913,8.7379E+15,625,2
287,8.7,1304,8.7,0.0,5.8,2.9,145,1304,145,0.0,0.0,0.0,725,2319,0.5,71,0.5,145,3.33E+16,3,3,2.3333E+16,70,1094,7.39E+15,865,0.0,95,12555,593,85714,1729,145,0.0,323202806,3,0,0.0,4.63E+16,789,2.8571E+16,14,285715,385714,1,145,2.8571E+16,3.33E+16,1614,114285,14.0,2
288,411,731,594,137,639,183,137,1324,274,46,137,0.0,1142,2192,667,81,0.5,548,4.76E+16,7,7,3.1714E+16,222,9.11E+15,593,795,1.04953E+16,205,1475,503,85586,1666,183,46,3.579E+16,2,0,0.0,445,909,18018,39,2.11712E+16,324324,1,502,5.4054E+16,429,1.523E+16,171173,9.857E+15,3
289,621,932,559,124,435,186,124,11.8,248,186,0.0,0.0,1366,2857,375,5.6E+16,375,373,3.33E+16,9,9,18222,164,9.18E+15,725,907,139305,1.99E+16,10373,3.57E+16,6.0976E+16,1.211E+16,621,248,8.35095E+15,2,2,4.32E+16,225,809,18293,41,268293,3.71951E+16,1,932,109756,1.67E+16,1598,109757,8889,2
