,Adverbs,Articles,Conjunctions,First-person plural,Indefinite pronouns,Negations,Numbers,Prepositions,Quantifiers,Second person,Third-person plural,Third-person singular,Total pronouns,Words >6 letters,adj_arg_ovl,adj_cw_ovl,adj_stem_ovl,adjectives,arg_ovl,cm.DESPL,cm.DESSC,cm.DESSL,cm.DESWC,cm.DESWLsyd,cm.LDTTRa,cm.LDTTRc,cm.LDVOCD,cm.LSAGN,cm.RDFKGL,cm.SMCAUSwn,conn_incidence,hypernyms_verbs,liwc.i,liwc.money,lsa.similarity,message.depth,message.reply.cnt,message.sim.next,message.sim.prev,mod_per_np,negation_incidence,ner.entity.cnt,nouns,np_incidence,paragraphs,personal_pronouns,pronouns,stem_ovl,syllables_per_content_word,verbs,words_before_main_verb,classe
78,682,909,682,0.0,455,0.0,0.0,1136,0.0,0.0,0.0,0.0,455,4318,3.33E+16,9.3E+15,3.33E+16,227,1.67E+16,4,4,11.0,44,143,8.64E+15,889,0.0,122,1.4176E+16,4.64E+16,68182,1587,0.0,0.0,3.10729E+16,1,2,2.24E+16,0.0,0.8,0.0,13,409091,477273,1,0.0,0.0,1.67E+16,2.159E+16,9.0909E+15,0.5,2
79,0.0,857,571,0.0,286,0.0,0.0,571,571,571,0.0,0.0,857,3714,0.5,174,0.5,286,3.33E+16,3,3,11667,35,8.08E+15,8.29E+15,875,0.0,109,8182,0.4,57143,1889,0.0,0.0,330560879,1,3,474,0.0,917,0.0,9,514285,4.57143E+16,1,571,57143,3.33E+16,1629,114285,3.33E+16,1
80,96,927,511,0.0,511,64,64,1534,288,96,0.0,0.0,703,3642,688,96,688,479,4.43E+16,17,17,18412,313,1.029E+16,5.38E+15,7.51E+15,77491,308,1.2406E+16,345,7.6677E+15,1.576E+16,96,1.6,929199302,2,1,4.07E+16,665,883,3195,85,29393,3.54633E+16,1,192,28754,426,1764,127796,5118,4
81,633,886,1013,0.0,506,0.0,127,759,253,127,0.0,0.0,633,2532,0.0,48,1.43E+16,3.8,3.6E+16,8,8,9875,79,797,81,8.96E+15,0.0,142,648,3.38E+16,139241,1837,0.0,253,484444694,2,0,0.0,276,8.64E+15,0.0,25,278481,341772,1,127,50633,3.6E+16,1544,101265,4.0,2
82,227,909,455,0.0,455,227,0.0,2045,227,455,0.0,0.0,909,2955,0.0,0.0,0.0,455,0.0,3,3,14667,44,818,841,1.0,0.0,87,8633,1.0,68182,1.866E+16,0.0,0.0,704477518,2,1,149,2.24E+16,833,2.2727E+16,11,295455,318182,1,455,9.0909E+15,0.0,1568,1.13636E+16,1.0,2
83,156,938,156,0.0,781,0.0,312,1562,156,469,156,0.0,1562,2812,0.5,92,0.0,469,667,3,3,21.0,63,1195,703,857,0.0,84,1.1893E+16,4.22E+16,47619,191,156,0.0,286453401,3,0,0.0,188,85,0.0,17,269841,396825,1,781,126984,0.0,1635,142857,667,2
84,241,1084,482,1.2,1.2,0.0,241,1807,361,361,241,0.0,964,2771,25,2.6E+16,0.5,241,0.3,5,5,16.4,82,1083,747,932,0.0,157,1.0949E+16,489,85366,2217,1.2,0.0,47194123,2,0,0.0,243,852,0.0,23,3.29268E+16,439024,1,843,85366,0.4,1.707E+16,9756,2.8,3
85,82,943,533,0.0,4.1,0.0,164,1557,205,82,41,0.0,533,3607,0.9,99,0.9,533,745,11,11,2.1727E+16,239,117,4.92E+16,6.76E+15,63838,294,1.4607E+16,483,1.00418E+16,1.701E+16,0.0,123,7.8642E+15,2,2,409,474,1281,0.0,65,372385,3.80753E+16,1,123,16736,818,1841,108787,2455,2
86,0.0,12.5,312,0.0,625,312,312,625,0.0,0.0,0.0,0.0,938,2812,0.0,0.0,0.0,0.0,0.0,3,3,10667,32,1023,875,909,0.0,38,8854,667,62.5,1817,312,0.0,0.0,3,0,0.0,4.07E+16,889,3125,9,312.5,375.0,1,312,3125,0.0,1719,187.5,2333,2
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.5,3,5.77E+15,1.0,1.0,0.0,0.0,7.24E+15,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,149,0.0,0.0,1,666666,6.66667E+15,1,0.0,0.0,0.0,1.333E+16,0.0,0.5,0
88,196,9.8,784,0.0,392,0.0,0.0,9.8,196,0.0,0.0,0.0,392,45.1,667,5.9E+16,667,196,3.33E+16,4,4,1275,51,1148,8.24E+15,941,0.0,1.23E+16,12522,1.43E+16,117647,2104,0.0,0.0,491012149,3,1,3.78E+16,409,1.667E+16,0.0,16,45098,352941,1,0.0,19608,3.33E+16,1.961E+16,117648,225,2
89,5.0,1021,438,0.0,542,208,188,1354,125,104,42,0.0,792,2458,706,1.44E+16,706,229,608,18,18,2.6722E+16,481,9.89E+15,4.58E+16,653,85806,298,13452,425,79002,1548,104,0.0,7.99927E+15,2,1,3.33E+16,469,9.74E+15,2079,82,239085,349272,1,2.5,51975,5.76E+15,1578,126819,6278,4
90,441,882,441,0.0,441,0.0,0.0,882,588,0.0,0.0,0.0,588,3971,1.67E+16,0.0,1.67E+16,588,1.43E+16,7,7,9714,68,1.191E+16,794,867,0.0,1.23E+16,11975,0.5,102941,211,147,441,59234186,1,0,0.0,0.0,75,0.0,25,382353,441176,1,147,44118,95,2015,117648,1857,4
91,435,435,435,0.0,435,0.0,0.0,1739,0.0,0.0,0.0,0.0,8.7,1739,0.0,0.0,0.0,0.0,0.0,2,2,11.5,23,988,9.57E+15,1.0,0.0,0.0,7881,0.5,8.6957E+15,1.813E+16,435,0.0,9.19837E+15,3,0,0.0,3.33E+16,667,0.0,7,391305,521739,1,435,8.6957E+15,0.0,1609,130435,9.0,0
92,193,1042,386,39,656,154,193,1506,2.7,116,39,116,1429,2934,636,8.2E+15,273,2.7,508,12,12,2.2333E+16,268,1011,584,8.32E+15,9.8372E+15,2.27E+16,12318,649,52239,1.457E+16,463,0.0,5.85967E+15,1,1,551,0.0,9.23E+15,11194,64,2.57463E+16,347015,1,772,78358,2.46E+16,1.627E+16,126866,1.667E+16,3
93,2.5,7.5,5.0,0.0,875,125,125,1375,125,125,2.5,0.0,1375,2875,667,2.16E+16,667,5.0,0.5,4,4,2025,81,1052,6.63E+15,804,0.0,17,12556,462,74074,1.2,125,0.0,484486143,1,1,444,0.0,1.174E+16,1.2346E+16,24,358024,37037,1,5.0,61728,0.5,1716,111111,125,2
94,388,543,388,78,388,0.0,0.0,1705,388,155,78,0.0,775,2481,0.5,5,0.5,6.2,3.33E+16,7,7,1.8571E+16,130,9.36E+15,718,846,128496,1.97E+16,1.1264E+16,507,76923,1.498E+16,78,155,554176208,1,1,4.04E+16,0.0,765,0.0,44,338461,361538,1,388,5.3846E+16,3.33E+16,1662,13077,4143,2
95,265,1192,728,0.0,464,66,132,1192,464,66,0.0,0.0,662,2781,556,62,556,331,3.56E+16,10,10,15.3,153,0.9,583,7.24E+15,67447,267,9045,439,98039,1696,132,199,727876775,1,1,446,0.0,1024,6.536E+16,45,333333,346405,1,199,2.6144E+16,3.56E+16,1.582E+16,1.11112E+16,2.2,3
96,2.3,575,345,345,6.9,0.0,0.0,1954,345,0.0,0.0,0.0,1379,2759,25,17,25,575,0.2,5,5,17.6,88,1295,773,1.0,0.0,86,12054,6.92E+15,5.6818E+16,1732,345,0.0,452633657,2,0,0.0,4.04E+16,0.6,0.0,23,272728,420455,1,6.9,79545,0.1,1761,125.0,4.0,0
97,203,847,508,0.0,407,102,102,1424,203,68,102,102,712,3356,467,76,5.33E+15,305,2.86E+16,16,16,18438,295,1.066E+16,581,765,10388,266,12522,589,71186,1.637E+16,34,0.0,8.35774E+15,2,0,0.0,551,975,10169,82,335593,372881,1,305,3.7288E+16,381,1.773E+16,1.25424E+16,2813,3
98,316,665,538,0.0,443,127,0.0,1487,1.9,0.0,32,0.0,475,3576,0.4,4,45,475,426,21,21,15.0,315,1.134E+16,528,68,85721,29,12208,555,85714,1669,0.0,3.8,7.90143E+15,2,0,0.0,444,1.0,12698,104,349207,3.71429E+16,1,32,12698,4.71E+16,186,139683,3952,3
99,444,889,444,0.0,444,0.0,0.0,444,0.0,889,0.0,0.0,1778,3111,0.5,66,25,444,0.3,5,5,9.0,45,1.302E+16,0.8,92,0.0,1.43E+16,942,564,111111,1719,444,0.0,90292955,1,1,162,0.0,667,0.0,11,244445,466667,1,1333,133333,0.3,1.822E+16,133332,0.8,0
100,186,932,435,0.0,683,124,62,1491,124,248,186,0.0,1429,2857,2.86E+16,7E+15,2.86E+16,745,321,8,8,20375,163,1085,677,899,111491,195,1.2334E+16,4.48E+16,7362,1.809E+16,311,0.0,607176439,1,1,528,0.0,727,1227,38,2.33129E+16,3.80368E+16,1,745,92025,214,1693,141105,2125,2
101,2.3,9.2,805,0.0,766,153,0.0,1494,77,2.3,0.0,0.0,1418,27.2,667,153,667,383,578,10,10,26.3,263,888,519,7.56E+15,82272,2.41E+16,13193,594,98859,159,421,0.0,8.20697E+15,1,2,435,0.0,0.8,1.5209E+16,56,26616,3.95437E+16,1,651,8.7452E+15,489,157,1.17871E+16,1.2,4
102,235,941,588,0.0,353,118,0.0,1294,353,235,118,0.0,1059,2941,3.33E+16,19,3.33E+16,235,1.67E+16,4,4,21.5,86,878,77,956,0.0,85,1.2277E+16,7.71E+15,69767,2019,353,0.0,456456061,2,0,0.0,446,9.13E+15,11628,30,313954,395349,1,706,81395,3.33E+16,1651,93024,125,3
103,348,8.7,696,87,522,261,174,1304,261,0.0,0.0,0.0,8.7,1826,1.67E+16,5.8E+16,1.67E+16,435,2.38E+16,7,7,1.6429E+16,115,1075,752,912,129457,102,10417,684,8.6957E+15,1.887E+16,261,0.0,198943738,2,0,0.0,441,1393,26087,27,3.56521E+16,313043,1,348,43478,2.38E+16,1661,7.8261E+15,1857,2
104,336,671,636,71,565,71,194,1378,212,106,88,18,936,2898,5.38E+15,92,5.38E+15,442,0.4,14,14,16143,226,1083,615,736,122039,242,10707,654,8.8496E+15,216,88,71,786526417,2,0,0.0,392,1.0,2.2124E+16,150,376106,3.67257E+16,1,371,35398,4.12E+16,1695,106196,1857,3
105,0.0,12.5,179,0.0,893,0.0,0.0,1786,357,179,0.0,0.0,12.5,2321,3.33E+16,67,3.33E+16,893,1.67E+16,4,4,14.0,56,831,75,879,0.0,1.08E+16,757,639,35714,1511,179,0.0,573354273,2,1,166,435,0.7,0.0,14,374999,4.82143E+16,1,357,5.3571E+16,1.67E+16,1.5,1.07143E+16,225,2
106,6.4,8.0,4.0,3.2,6.4,2.4,0.0,13.6,1.6,2.4,0.0,0.0,17.6,21.6,667,139,222,4.8,3.56E+16,10,10,12.5,125,867,728,899,1.17418E+16,2.16E+16,7221,544,64.0,1.333E+16,5.6,0.0,643047086,1,3,36,0.0,588,16.0,25,184.0,344.0,1,11.2,128.0,67,152,176.0,0.7,3
107,604,738,738,67,805,134,0.0,1208,201,67,0.0,0.0,1745,1812,375,115,25,336,25,9,9,16667,150,7.61E+15,636,885,80718,1.89E+16,7584,645,80.0,1.582E+16,805,0.0,411826277,1,2,556,0.0,75,6.667E+15,30,233333,320.0,1,9.4,113333,111,1413,146666,1.333E+16,3
108,526,1018,544,35,474,175,88,1228,53,53,0.0,0.0,1053,1947,7.39E+15,1.44E+16,652,158,643,24,24,2.3583E+16,566,9.49E+15,408,626,8821,335,12181,431,75972,1662,491,0.0,670535814,2,1,222,556,993,15901,117,280918,323322,1,579,7.7739E+15,47,1574,118374,7.292E+15,4
109,0.0,588,1176,0.0,1176,0.0,0.0,588,0.0,588,0.0,0.0,2941,1176,1.0,25,0.0,0.0,1.0,2,2,8.5,17,795,882,1.0,0.0,75,4387,0.4,117647,2175,1176,588,0.0,3,0,0.0,222,3.33E+16,0.0,2,117647,352941,1,1765,1.76471E+16,0.0,1412,117647,1.0,0
110,326,1205,456,0.0,554,65,391,879,261,1.3,65,0.0,749,2801,7.14E+15,14,7.14E+15,586,579,15,15,20133,302,883,4.32E+16,56,61198,32,11755,605,59603,1946,0.0,0.0,8.90823E+15,2,2,2.27E+16,36,1237,6.623E+15,93,2.81458E+16,324503,1,195,2649,589,1652,1.22517E+16,4667,2
111,345,1034,345,0.0,345,0.0,0.0,1724,0.0,0.0,0.0,0.0,1379,1724,1.0,1.76E+16,0.0,6.9,1.0,2,2,14.5,29,7.12E+15,7.93E+15,1.0,0.0,8.8E+15,5523,81,6.8966E+15,1672,1034,0.0,0.0,3,1,2.2E+16,2.27E+16,556,0.0,6,2.06897E+16,37931,1,1034,137931,0.0,131,137931,6.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2.0,4,0.5,1.0,1.0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0.0,2.2E+16,1.5,0.0,2,1000.0,500.0,1,0.0,0.0,0.0,125,0.0,0.0,0
113,0.0,463,93,0.0,0.0,0.0,1019,833,0.0,93,0.0,0.0,185,3611,125,69,125,93,139,9,9,10556,95,2043,685,775,91875,168,15856,19,10526,1465,93,93,1.92818E+16,0,2,2.77E+16,0.0,1778,0.0,41,5.89473E+15,463158,1,185,21053,139,2316,52631,444,1
114,704,141,986,0.0,282,0.0,0.0,1408,563,0.0,0.0,0.0,423,2676,667,121,667,423,381,7,7,1.0143E+16,71,1.154E+16,746,804,0.0,161,8308,583,9.8592E+15,2037,141,0.0,566463001,1,2,514,0.0,0.9,0.0,26,4.08451E+16,4.08451E+16,1,141,42254,4.76E+16,169,70423,429,1
115,317,476,476,0.0,794,0.0,0.0,1429,317,0.0,159,0.0,952,3333,0.5,1.04E+16,0.5,0.0,0.2,5,5,12.6,63,1065,825,875,0.0,122,10493,489,63492,1953,0.0,0.0,514068648,1,1,3.46E+16,0.0,8.42E+15,0.0,22,3.49206E+16,47619,1,159,31746,0.2,1794,126984,2.0,2
116,449,1236,562,0.0,449,0.0,0.0,1461,337,0.0,0.0,0.0,1011,1798,0.5,107,1.0,112,3.33E+16,3,3,29.0,87,7.71E+15,6.86E+15,938,0.0,128,12405,66,114943,145,562,0.0,357383461,2,0,0.0,162,731,0.0,21,2.52874E+16,413793,1,562,6.8966E+15,667,1.414E+16,183908,3667,0
117,727,1273,909,0.0,182,182,0.0,1455,364,182,0.0,0.0,364,2182,0.5,5.6E+16,0.5,1091,3.33E+16,3,3,19.0,57,884,7.93E+15,9.44E+15,0.0,1.04E+16,1.0653E+16,0.8,157895,1689,0.0,0.0,27449499,2,0,0.0,2.91E+16,1.4,17544,18,368421,368421,1,182,17544,3.33E+16,1.596E+16,8772,3667,2
118,222,778,333,0.0,444,0.0,0.0,1667,333,333,111,0.0,1111,2444,0.4,1.64E+16,0.6,556,267,6,6,15.0,90,782,0.7,784,0.0,2.16E+16,783,485,4.4444E+16,1.741E+16,222,0.0,604825818,1,1,491,0.0,667,0.0,32,311112,455556,1,667,77778,3.33E+16,1489,66666,1.5,2
119,0.0,141,282,0.0,0.0,0.0,1831,423,0.0,0.0,0.0,0.0,0.0,2394,0.0,0.0,0.0,141,2.8E+16,9,9,5.667E+15,51,317,8.03E+15,971,0.0,92,13689,0.0,39216,7.29E+15,0.0,0.0,431480346,0,1,1.89E+16,0.0,1294,0.0,30,549019,470588,1,0.0,0.0,2.8E+16,2294,78432,889,1
120,957,638,745,0.0,532,426,106,11.7,213,0.0,0.0,0.0,745,2447,0.0,9.3E+15,0.6,638,133,6,6,16.0,96,7.51E+15,7.86E+15,915,0.0,1.17E+16,9093,3.29E+16,9375,156,213,0.0,541653257,3,0,0.0,166,0.6,2.0833E+16,23,239584,3.02083E+16,1,213,41667,0.4,1.563E+16,145833,1167,3
121,659,769,659,0.0,659,1.1,1.1,1099,2.2,1.1,0.0,0.0,1099,2857,0.4,51,0.0,4.4,267,6,6,15167,91,856,769,92,0.0,135,9123,5.71E+15,9.8901E+15,1815,3.3,0.0,634009432,1,1,3.78E+16,0.0,72,10989,20,252747,340659,1,4.4,76923,133,1.593E+16,1.20879E+16,1167,2
122,0.0,0.0,179,0.0,0.0,0.0,1875,268,0.0,0.0,0.0,0.0,0.0,2768,0.0,0.0,0.0,268,0.0,6,6,12.5,75,2.442E+16,821,9.06E+15,202905,51,16189,25,2.6667E+16,2411,0.0,0.0,6.58907E+15,0,1,3.52E+16,0.0,2.118E+16,0.0,29,5.33333E+15,346667,1,0.0,0.0,0.0,228,106666,6.833E+15,1
123,395,1272,482,44,219,0.0,219,1316,219,88,0.0,0.0,439,2632,0.3,49,0.5,175,364,11,11,20636,227,888,579,738,82088,26,11845,4.04E+16,57269,1854,88,0.0,722396334,2,0,0.0,3.78E+16,1.3,0.0,74,374449,352423,1,219,13216,436,1643,1.27754E+16,5909,2
124,338,725,483,0.0,242,97,97,1401,242,0.0,145,0.0,386,3092,273,42,273,242,185,12,12,16583,199,1159,622,836,112189,221,1246,506,70352,2187,0.0,0.0,728986865,2,0,0.0,3.46E+16,1022,1005,66,351759,396985,1,145,15075,231,1829,120603,3833,3
125,392,9.8,196,196,196,0.0,0.0,1176,392,196,0.0,0.0,588,2745,0.0,0.0,0.0,0.0,0.1,5,5,10.2,51,109,804,0.9,0.0,146,9911,436,0.0,2292,0.0,0.0,429792102,1,1,342,0.0,938,0.0,15,352941,352941,1,392,39216,0.1,1824,117648,0.0,2
126,194,1165,6.8,0.0,583,97,194,1359,0.0,291,0.0,0.0,874,2427,0.0,12,91,291,1.08E+16,12,12,8667,104,8.96E+15,644,855,63973,198,6847,4.48E+16,67308,1696,0.0,0.0,3.51354E+16,1,2,6.61E+15,0.0,75,9615,28,278847,375.0,1,291,3.8462E+16,1.08E+16,1615,134615,125,2
127,4.0,4.0,6.0,0.0,2.0,0.0,0.0,10.0,4.0,8.0,0.0,0.0,12.0,34.0,75,136,25,2.0,0.7,5,5,10.0,50,1044,0.8,935,0.0,131,9786,591,60.0,1.711E+16,2.0,0.0,4.29602E+16,1,1,99,0.0,778,0.0,16,340.0,460.0,1,10.0,80.0,0.2,182,180.0,3.2,1
128,407,814,523,0.0,581,116,116,1279,291,116,58,0.0,756,2791,0.5,155,875,581,4.17E+16,9,9,19111,172,1024,6.51E+15,8.17E+15,95443,226,1.1274E+16,584,1.04651E+16,1.717E+16,0.0,58,746282697,1,1,693,0.0,1.0,11628,45,255815,296512,1,174,52326,611,1645,14535,7222,3
129,0.0,152,0.0,0.0,0.0,152,1212,606,0.0,0.0,0.0,0.0,152,4394,0.0,48,3.33E+16,0.0,1.67E+16,4,4,12.5,50,2951,723,0.8,0.0,106,25393,0.0,60.0,0.5,152,152,46478359,0,1,153,0.0,1158,20.0,17,700.0,600.0,1,152,0.0,3.33E+16,306,20.0,4.0,1
130,414,888,355,0.0,888,118,178,14.2,178,118,0.0,0.0,1124,2485,0.5,79,0.5,651,3.33E+16,7,7,2.4429E+16,171,1056,594,8.14E+15,7.9463E+15,1.97E+16,13679,57,46784,1577,118,59,4.66057E+16,2,0,0.0,528,1061,5848,43,321637,403509,1,237,23392,381,1673,128656,2.429E+16,3
131,192,962,385,0.0,192,192,192,1154,385,192,0.0,0.0,577,2692,25,2.2E+16,25,385,0.1,5,5,10.6,53,1065,815,9.39E+15,0.0,1.04E+16,7023,418,37736,2307,192,0.0,464300525,1,1,382,0.0,706,18868,15,320755,4.71698E+16,1,385,37736,0.1,1.566E+16,150944,6.0,1
132,417,1667,833,0.0,0.0,0.0,0.0,833,417,417,0.0,0.0,417,25.0,0.5,77,0.5,0.0,3.33E+16,3,3,8.0,24,659,833,929,0.0,7.2E+15,523,381,83333,2.651E+16,0.0,0.0,2.09854E+16,1,1,332,0.0,625,0.0,6,2.49999E+16,375.0,1,417,41667,3.33E+16,1.5,2.49999E+16,1.667E+16,1
133,515,1031,361,0.0,464,103,103,1392,258,103,155,0.0,825,20.1,0.5,131,583,464,213,13,13,15.0,195,821,622,7.56E+15,86197,253,7.748E+15,6.41E+15,4.6154E+16,1.738E+16,103,52,6.32352E+15,2,0,0.0,491,865,1.0256E+16,58,266666,34359,1,361,5641,307,1482,148718,3154,4
134,359,1013,588,0.0,719,261,65,1405,163,163,327,0.0,1438,2549,2.86E+16,63,1.43E+16,425,0.4,22,22,14182,312,862,4.71E+16,667,69809,318,8325,452,60897,1645,229,0.0,692941769,2,1,9,6.61E+15,758,9615,60,253205,38141,1,719,89744,267,1558,137822,1273,3
135,274,294,489,0.0,372,176,528,1174,98,78,39,0.2,528,2622,5.33E+15,109,633,391,4.16E+16,31,31,15742,488,1048,493,633,1.43777E+16,32,11058,561,88115,1925,0.2,59,724102213,2,1,2.77E+16,514,1075,1.8443E+16,159,389344,387295,1,157,3.0738E+16,4.63E+16,1.738E+16,116803,1903,4
136,1.3,65,2.6,0.0,195,65,1364,3.9,65,0.0,0.0,0.0,3.9,3247,1.67E+16,2.8E+16,1.67E+16,2.6,48,7,7,1.7286E+16,121,1811,748,892,1.73809E+16,76,16014,1.81E+16,33058,1.343E+16,195,0.0,971911948,1,0,0.0,0.0,1412,8264,46,479338,404959,1,195,33058,48,2.107E+16,9.0909E+15,2.0,0
137,0.0,0.0,833,0.0,0.0,0.0,0.0,833,0.0,833,0.0,0.0,833,3333,0.0,0.0,0.0,833,0.0,2,2,6.0,12,669,1.0,1.0,0.0,3.7E+16,5.429E+15,0.0,166667,1.667E+16,0.0,0.0,0.0,3,0,0.0,2.77E+16,1.0,0.0,3,500.0,416667,1,833,83333,0.0,1.583E+16,83333,1.0,0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.5,3,1.0,1.0,1.0,0.0,0.0,8595,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0.0,9,0.0,0.0,0,1000.0,6.66667E+15,1,0.0,0.0,0.0,2.0,0.0,0.0,0
139,0.0,467,0.0,0.0,0.0,0.0,841,467,0.0,93,0.0,0.0,187,4486,0.2,5.8E+16,0.2,0.0,133,6,6,14333,86,208,648,721,6.2013E+16,134,16479,0.6,0.0,2053,93,0.0,0.0,0,2,172,0.0,1.313E+16,0.0,36,616279,4.53488E+16,1,187,23256,133,2244,34884,3.33E+16,1
140,1429,571,857,0.0,571,286,0.0,857,0.0,571,0.0,0.0,2286,2857,667,102,0.0,857,667,4,4,875,35,1003,914,95,0.0,135,872,667,142857,121,1143,0.0,373809856,1,1,1.94E+16,0.0,5.38E+15,2.8571E+16,7,228571,400.0,1,1714,171429,1.67E+16,1771,57143,125,0
141,464,331,596,199,331,66,66,1325,464,199,66,0.0,10.6,2517,625,114,375,927,4.17E+16,9,9,16778,151,9.94E+15,7.09E+15,8.08E+15,1.29456E+16,217,9869,5.82E+15,92715,1484,265,66,921432678,1,1,496,0.0,902,6.623E+15,34,2.71523E+16,331126,1,728,8.6093E+15,389,1.603E+16,152319,3.0,3
142,543,978,978,0.0,978,0.0,0.0,761,109,109,0.0,0.0,1522,2283,5.71E+15,102,1.43E+16,217,214,8,8,11.5,92,1071,7.17E+15,935,0.0,156,7.622E+15,418,65217,1665,435,0.0,394559926,1,1,37,0.0,519,0.0,20,217391,369565,1,543,9.7826E+15,71,1587,1.63044E+16,75,2
143,606,1212,1212,0.0,0.0,0.0,303,909,0.0,0.0,0.0,0.0,303,3333,0.5,0.0,0.5,0.0,3.33E+16,3,3,11.0,33,1193,909,1.0,0.0,96,10872,0.2,9.0909E+15,1367,303,0.0,4.68E+16,1,5,406,0.0,1444,0.0,13,393939,3.63636E+16,1,303,30303,3.33E+16,1879,151515,6.667E+15,1
144,545,545,364,0.0,545,182,0.0,1636,182,0.0,0.0,0.0,545,1818,0.2,32,0.2,0.0,0.2,6,6,9167,55,715,745,853,0.0,182,6216,8.22E+15,54545,1781,0.0,0.0,564443432,1,3,3.98E+16,0.0,1.0,1.8182E+16,18,290909,309091,1,0.0,0.0,0.2,1545,1.09091E+16,1.5,2
145,309,1186,464,103,309,0.0,103,1598,155,52,0.0,0.0,567,2165,3.33E+16,8,556,412,267,10,10,19.5,195,946,5.87E+15,7.96E+15,7.4981E+15,251,10647,58,102564,1492,103,52,884852215,1,0,0.0,0.0,898,0.0,56,2.87179E+16,358974,1,258,3.0769E+16,4.22E+16,1579,148717,4.3,2
146,561,1276,459,0.0,357,0.0,102,1173,204,51,0.0,0.0,5.1,30.1,5.71E+15,61,5.71E+15,408,0.5,8,8,24.5,196,1103,653,845,96661,23,15217,424,61224,1989,102,102,8.45195E+15,2,0,0.0,342,1511,0.0,58,352042,3.31633E+16,1,153,20408,0.5,1801,1.32652E+16,3875,4
147,509,693,552,28,396,141,198,1132,325,198,42,28,849,2489,595,129,703,5.8,449,38,38,18526,704,985,478,6.68E+15,14138,342,1.1129E+16,4.82E+16,100852,1537,156,28,8.45961E+15,2,0,0.0,693,8.37E+15,12784,204,272728,346591,1,453,59659,563,1652,160511,3.684E+16,4
148,0.0,0.0,0.0,0.0,667,0.0,0.0,667,0.0,20.0,0.0,0.0,3333,1333,0.5,111,0.0,667,3.33E+16,3,3,5.0,15,488,9.33E+15,1.0,0.0,99,2089,0.5,66667,1.878E+16,667,0.0,0.0,2,0,0.0,1.94E+16,1.43E+16,0.0,4,200.0,466667,1,2667,333333,0.0,1.333E+16,133334,1.0,0
149,184,1336,599,0.0,599,46,0.0,968,138,46,92,0.0,829,2581,0.8,151,0.8,415,545,11,11,1.9909E+16,219,1018,509,667,6.2336E+16,3.33E+16,11196,43,9589,1.398E+16,92,46,80712039,2,4,513,406,1054,4566,53,287671,319635,1,2.3,27397,545,1.612E+16,13242,3727,3
150,276,1379,414,0.0,414,138,138,1655,138,0.0,276,0.0,897,26.9,7.14E+15,172,5.71E+15,207,5.71E+15,8,8,18875,151,7.29E+15,513,72,4.2509E+15,299,9436,3.94E+16,5298,1632,207,69,696615647,2,2,305,3.98E+16,9.47E+15,6.623E+15,34,2.71523E+16,390728,1,483,5298,536,1.497E+16,112583,375,3
151,632,421,842,0.0,316,105,105,1368,316,737,211,0.0,1368,2737,667,105,0.5,842,524,7,7,13571,95,9.28E+15,758,8.49E+15,0.0,214,8453,517,1.05263E+16,148,105,0.0,43841216,2,0,0.0,496,852,10526,22,305263,410526,1,1053,9.4737E+15,381,1589,115791,2.143E+16,2
152,342,598,598,85,256,256,85,1197,171,342,0.0,0.0,855,2564,2.86E+16,1.01E+16,5.71E+15,427,25,8,8,14875,119,1078,6.61E+15,797,9.3879E+15,196,10236,3.51E+16,10084,1455,171,0.0,499594165,2,0,0.0,37,971,2521,30,3.27732E+16,336134,1,598,67227,2.86E+16,1.697E+16,126051,275,3
153,709,1064,638,71,213,213,213,993,213,142,213,0.0,7.8,23.4,3.33E+16,5.4E+16,3.33E+16,638,222,10,10,14.2,142,975,6.92E+15,87,110311,1.86E+16,8816,479,70423,1476,142,0.0,679442836,1,1,557,0.0,1147,21127,39,239437,302817,1,567,56338,156,1599,1.19718E+16,4.8,3
154,303,9.7,667,0.0,303,61,0.0,1455,182,61,0.0,0.0,485,3939,375,5.9E+16,25,667,1.94E+16,9,9,18667,168,118,675,8.37E+15,1.09466E+16,207,13603,4.16E+16,113095,148,121,61,451433838,1,1,601,0.0,975,5.952E+15,42,303572,3.21429E+16,1,182,17857,1.94E+16,1857,125.0,5.889E+15,3
155,217,559,217,124,435,31,652,994,93,0.0,0.0,0.0,621,2857,0.4,147,0.5,311,245,21,21,13762,289,1311,619,78,1.88008E+16,1.78E+16,1084,3.34E+16,4.4983E+16,1341,62,0.0,5.43322E+15,2,0,0.0,99,1069,346,65,3.97924E+16,418685,1,186,20761,265,1785,9.6886E+15,281,2
